,0
  (0, 0)	0.14427591981331173"
reuters-topics/grain/article169.txt,"  (0, 8009)	0.08704142039319018
  (0, 6931)	0.08224880943856137
  (0, 5422)	0.07884839785119757
  (0, 5354)	0.16449761887712275
  (0, 5310)	0.26112426117957055
  (0, 5230)	0.07884839785119757
  (0, 4513)	0.07621083371288467
  (0, 4450)	0.07884839785119757
  (0, 4247)	0.16449761887712275
  (0, 2564)	0.22216736068970627
  (0, 2170)	0.1385263518838799
  (0, 2166)	0.06926317594193995
  (0, 2159)	0.06586276435457615
  (0, 2135)	0.06586276435457615
  (0, 1649)	0.06586276435457615
  (0, 1563)	0.33445620850602714
  (0, 1538)	0.36116860387695465
  (0, 1404)	0.05982478862889944
  (0, 1303)	0.059248087278769505
  (0, 1280)	0.05817279785910748
  (0, 1258)	0.0586982191592128
  (0, 1244)	0.13378248340241083
  (0, 1156)	0.19212209470019495
  (0, 1086)	0.11634559571821496
  (0, 992)	0.17451839357732243
  :	:
  (0, 62)	0.028546915223273014
  (0, 59)	0.05856370461981559
  (0, 52)	0.11392797527273955
  (0, 48)	0.053093129363085294
  (0, 42)	0.024094472579078992
  (0, 41)	0.025083797743534062
  (0, 40)	0.024623816239595697
  (0, 39)	0.02524119065487144
  (0, 38)	0.024897651644613078
  (0, 34)	0.022137599021658988
  (0, 32)	0.04723081373102791
  (0, 29)	0.04496763441521047
  (0, 27)	0.022814647046038028
  (0, 26)	0.16433940810257536
  (0, 25)	0.051986959577604124
  (0, 22)	0.021872510718756035
  (0, 17)	0.062276840914878756
  (0, 14)	0.020166764240119813
  (0, 12)	0.01960283971149638
  (0, 5)	0.01406706496430757
  (0, 4)	0.07151674568123588
  (0, 3)	0.030003782609935383
  (0, 2)	0.06996709830350793
  (0, 1)	0.08257914803905657
  (0, 0)	0.0801028796061409"
reuters-topics/grain/article155.txt,"  (0, 8352)	0.1584174692357209
  (0, 8084)	0.1584174692357209
  (0, 7226)	0.14969480254400078
  (0, 7184)	0.14969480254400078
  (0, 5246)	0.14350597203553012
  (0, 4405)	0.29938960508800155
  (0, 3923)	0.13478330534381
  (0, 3230)	0.13146710137570794
  (0, 2138)	0.12379404494976372
  (0, 1734)	0.11655560417551716
  (0, 1589)	0.11237877572272344
  (0, 1550)	0.11368297763514859
  (0, 1230)	0.23311120835103433
  (0, 1223)	0.3496668125265515
  (0, 1021)	0.10088919642848691
  (0, 846)	0.1016441069753264
  (0, 782)	0.09684367708975075
  (0, 689)	0.09451570604746519
  (0, 672)	0.09241523473867749
  (0, 597)	0.08917062066380653
  (0, 542)	0.09241523473867749
  (0, 472)	0.18287442873226545
  (0, 462)	0.09241523473867749
  (0, 445)	0.08352644565341888
  (0, 437)	0.16978558646355169
  :	:
  (0, 148)	0.06911721429609244
  (0, 144)	0.07125246070732087
  (0, 141)	0.06539351443161819
  (0, 92)	0.06102479287385403
  (0, 85)	0.12370917662136742
  (0, 83)	0.05273278692196037
  (0, 81)	0.2276384614990164
  (0, 69)	0.053456648434519125
  (0, 68)	0.06137650767898156
  (0, 58)	0.10675001209573404
  (0, 57)	0.11305769784058382
  (0, 54)	0.047186175539396365
  (0, 26)	0.14955082884506293
  (0, 21)	0.08876482864212616
  (0, 19)	0.04857457616229137
  (0, 15)	0.03574934685533575
  (0, 14)	0.03670399379010093
  (0, 11)	0.22135522728578447
  (0, 8)	0.05814455103070031
  (0, 7)	0.24529814312299836
  (0, 6)	0.05529211356862696
  (0, 5)	0.07680718517069705
  (0, 2)	0.07640507652291807
  (0, 1)	0.1001973511376872
  (0, 0)	0.12149096572236924"
reuters-topics/grain/article141.txt,"  (0, 8455)	0.0777449685367873
  (0, 8423)	0.0777449685367873
  (0, 8315)	0.0777449685367873
  (0, 8248)	0.0777449685367873
  (0, 8247)	0.0777449685367873
  (0, 5838)	0.07346423200705772
  (0, 5829)	0.07346423200705772
  (0, 5492)	0.14692846401411544
  (0, 5470)	0.07042700110391395
  (0, 4341)	0.07346423200705772
  (0, 3943)	0.06614626457418436
  (0, 3801)	0.13614228357960254
  (0, 3563)	0.06807114178980127
  (0, 3245)	0.13614228357960254
  (0, 3212)	0.13229252914836873
  (0, 3195)	0.13229252914836873
  (0, 3158)	0.06614626457418436
  (0, 3109)	0.06310903367104058
  (0, 3061)	0.06310903367104058
  (0, 2854)	0.06186552804445478
  (0, 2843)	0.06186552804445478
  (0, 2840)	0.06310903367104058
  (0, 2701)	0.06310903367104058
  (0, 2667)	0.06186552804445478
  (0, 2464)	0.060753174356927904
  :	:
  (0, 40)	0.10996935770092132
  (0, 39)	0.02254530733103201
  (0, 34)	0.019773194550873202
  (0, 33)	0.04464253014127651
  (0, 32)	0.0632794957429183
  (0, 31)	0.020401007236116618
  (0, 30)	0.08608425754584931
  (0, 22)	0.03907283796538942
  (0, 19)	0.21454616225596357
  (0, 17)	0.055625367964199215
  (0, 15)	0.07017740808226658
  (0, 14)	0.036025709237152724
  (0, 13)	0.11786031849428472
  (0, 12)	0.01750916000356544
  (0, 11)	0.018105384530098564
  (0, 10)	0.26020023061565334
  (0, 8)	0.028535024024030572
  (0, 7)	0.09363085998774841
  (0, 6)	0.09497306563868704
  (0, 5)	0.0628231661497908
  (0, 4)	0.01277568109004826
  (0, 3)	0.08039769311404288
  (0, 2)	0.08749197524927967
  (0, 1)	0.07375928882007815
  (0, 0)	0.1311704130671176"
reuters-topics/grain/article394.txt,"  (0, 5780)	0.1480368932969391
  (0, 5774)	0.1480368932969391
  (0, 5505)	0.1419166057114966
  (0, 5448)	0.1480368932969391
  (0, 4569)	0.1419166057114966
  (0, 4038)	0.13716934184746554
  (0, 2813)	0.12717025725846068
  (0, 2411)	0.12242299339442961
  (0, 2348)	0.12242299339442961
  (0, 2206)	0.12242299339442961
  (0, 1994)	0.12039531851969276
  (0, 1645)	0.11526472025252557
  (0, 1553)	0.10991813552327374
  (0, 1535)	0.10876788330109086
  (0, 1440)	0.10991813552327374
  (0, 1381)	0.11526472025252557
  (0, 1208)	0.10470328176465492
  (0, 1097)	0.1020949806513699
  (0, 949)	0.09702290919906337
  (0, 659)	0.08905149948479532
  (0, 614)	0.09189231093189616
  (0, 611)	0.09090262161362088
  (0, 600)	0.09293029648835772
  (0, 567)	0.09977182208519102
  (0, 548)	0.08995693331161897
  :	:
  (0, 50)	0.0602342397461933
  (0, 49)	0.13841246960279918
  (0, 45)	0.21924615485876958
  (0, 44)	0.10445423320878787
  (0, 39)	0.045430778550710864
  (0, 37)	0.041916312390482005
  (0, 31)	0.08221965026662052
  (0, 26)	0.04929817138150785
  (0, 24)	0.039281991987417324
  (0, 19)	0.14410979992777345
  (0, 18)	0.03567548916371
  (0, 17)	0.07472667479985846
  (0, 14)	0.0362974874206442
  (0, 13)	0.11874945749930034
  (0, 12)	0.07056499687951101
  (0, 11)	0.07296788667238117
  (0, 10)	0.161331189438976
  (0, 8)	0.08625087728947844
  (0, 7)	0.05390697817204565
  (0, 5)	0.07595652542586157
  (0, 4)	0.025744121821643786
  (0, 3)	0.054002809220593265
  (0, 2)	0.05037258015796524
  (0, 1)	0.07431572937199575
  (0, 0)	0.19223267419880358"
reuters-topics/grain/article380.txt,"  (0, 4128)	0.3942597145670423
  (0, 4080)	0.3942597145670423
  (0, 3093)	0.37029558240333293
  (0, 1631)	0.34010434642336346
  (0, 1578)	0.3344712458193814
  (0, 423)	0.27135885100314333
  (0, 391)	0.241538166845929
  (0, 148)	0.18988849588294301
  (0, 131)	0.18584185572073778
  (0, 116)	0.16829829013892011
  (0, 74)	0.15904929764960318
  (0, 50)	0.16733724746612336
  (0, 26)	0.13695566406839374
  (0, 11)	0.10135634948350086
  (0, 7)	0.07487971446586243
  (0, 3)	0.07501282898638532"
reuters-topics/grain/article419.txt,"  (0, 8378)	0.082193856708216
  (0, 8373)	0.082193856708216
  (0, 8357)	0.082193856708216
  (0, 5788)	0.164387713416432
  (0, 5787)	0.07766815875563748
  (0, 5779)	0.07766815875563748
  (0, 5770)	0.07766815875563748
  (0, 5767)	0.07766815875563748
  (0, 5578)	0.07445712495703687
  (0, 5469)	0.07445712495703687
  (0, 3751)	0.06993142700445835
  (0, 3688)	0.06993142700445835
  (0, 3169)	0.06821083649708305
  (0, 3107)	0.06821083649708305
  (0, 3089)	0.20979428101337508
  (0, 2787)	0.06540572905187984
  (0, 2786)	0.06672039320585775
  (0, 2737)	0.1334407864117155
  (0, 2572)	0.06422972189254608
  (0, 2264)	0.06422972189254608
  (0, 2120)	0.06316589401445095
  (0, 2095)	0.0613012789987286
  (0, 2015)	0.06672039320585775
  (0, 1793)	0.06047410474590394
  (0, 1728)	0.11940804787993514
  :	:
  (0, 39)	0.023835442924292842
  (0, 38)	0.09404414598953449
  (0, 34)	0.02090469840256121
  (0, 33)	0.11799290020253973
  (0, 31)	0.06470531136719936
  (0, 30)	0.022752588568508692
  (0, 29)	0.06369490438463281
  (0, 28)	0.17294506968280743
  (0, 27)	0.10772019928441355
  (0, 22)	0.08261749423413611
  (0, 18)	0.037434581263390304
  (0, 16)	0.09349194217458368
  (0, 14)	0.0190436245494733
  (0, 13)	0.08306984843930286
  (0, 12)	0.018511106448429657
  (0, 11)	0.1722730446419717
  (0, 8)	0.030167915942841666
  (0, 7)	0.1414125778195352
  (0, 6)	0.10040781667501096
  (0, 5)	0.10626906746314274
  (0, 4)	0.040520274969372994
  (0, 3)	0.05666558742734931
  (0, 2)	0.09249862739805853
  (0, 1)	0.11697014990704015
  (0, 0)	0.138676525811373"
reuters-topics/grain/article431.txt,"  (0, 8403)	0.17200113956950458
  (0, 8051)	0.17200113956950458
  (0, 5532)	0.1558110405640474
  (0, 5258)	0.3250610775366985
  (0, 3333)	0.4674331216921422
  (0, 2573)	0.1344088938297256
  (0, 2366)	0.1344088938297256
  (0, 1691)	0.12828075317453141
  (0, 1237)	0.23415836927355818
  (0, 1185)	0.11396024175197769
  (0, 1040)	0.11495432264907916
  (0, 904)	0.10724074354767585
  (0, 770)	0.1026200533679189
  (0, 750)	0.11495432264907916
  (0, 622)	0.0977701427465205
  (0, 527)	0.09141848483016658
  (0, 510)	0.09459045242683595
  (0, 427)	0.09033189935454522
  (0, 395)	0.08613240415327951
  (0, 382)	0.09105064454221866
  (0, 350)	0.0896346124830771
  (0, 330)	0.08469898662586473
  (0, 326)	0.25839721245983854
  (0, 318)	0.09590055516361704
  (0, 274)	0.08158004374106333
  :	:
  (0, 121)	0.06502780762813992
  (0, 104)	0.06096974828084542
  (0, 90)	0.06490833230090712
  (0, 87)	0.05839831868954679
  (0, 76)	0.06296552404504333
  (0, 34)	0.04374575049278489
  (0, 30)	0.04761269660130685
  (0, 27)	0.09016730823252016
  (0, 26)	0.16237421989515416
  (0, 25)	0.10273058791675298
  (0, 23)	0.09779535248735122
  (0, 22)	0.04322191379549885
  (0, 21)	0.1445640915152449
  (0, 19)	0.1054793072295325
  (0, 17)	0.08204283705972197
  (0, 11)	0.0801118536705686
  (0, 10)	0.13284481602362946
  (0, 8)	0.1262604318234191
  (0, 7)	0.059184774893255486
  (0, 6)	0.030016596619338823
  (0, 4)	0.08479384895082022
  (0, 3)	0.029644994170547362
  (0, 2)	0.08295650911631801
  (0, 1)	0.08159165776037702
  (0, 0)	0.1846716685567992"
reuters-topics/grain/article357.txt,"  (0, 3658)	0.47734542157325033
  (0, 3534)	0.47734542157325033
  (0, 1204)	0.3553569499665859
  (0, 1019)	0.3738067016470072
  (0, 213)	0.2823797894886202
  (0, 190)	0.26571165837895117
  (0, 155)	0.25220192030615834
  (0, 50)	0.2026016506006502
  (0, 11)	0.12271603611963822
  (0, 7)	0.0906597543404696"
reuters-topics/grain/article343.txt,"  (0, 8091)	0.2025897938435595
  (0, 5991)	0.1914349429589501
  (0, 5290)	0.1914349429589501
  (0, 5277)	0.183520450302978
  (0, 5248)	0.183520450302978
  (0, 4186)	0.183520450302978
  (0, 3086)	0.16812472193508216
  (0, 2535)	0.16812472193508216
  (0, 1685)	0.15569004739319647
  (0, 1570)	0.145381763221815
  (0, 1488)	0.145381763221815
  (0, 1388)	0.45988876763336145
  (0, 1383)	0.145381763221815
  (0, 1236)	0.13662070385261496
  (0, 1022)	0.2580412577488747
  (0, 877)	0.12998603485391916
  (0, 662)	0.11693310401582423
  (0, 623)	0.11818383063457752
  (0, 569)	0.12902062887443735
  (0, 527)	0.10767633308470041
  (0, 480)	0.10995128533385587
  (0, 434)	0.11091669131333767
  (0, 349)	0.11091669131333767
  (0, 328)	0.10110411870388
  (0, 311)	0.09637630377686213
  (0, 268)	0.10180064318192358
  (0, 179)	0.0838103103824986
  (0, 166)	0.21034717198358827
  (0, 142)	0.20575930784616017
  (0, 141)	0.08362751072417783
  (0, 128)	0.08036691619646044
  (0, 123)	0.07673378851799754
  (0, 113)	0.08362751072417783
  (0, 98)	0.08436611206083244
  (0, 77)	0.16009028710682904
  (0, 74)	0.0740344439123874
  (0, 69)	0.06836222948242192
  (0, 24)	0.05079778241726084
  (0, 15)	0.04571751363284183
  (0, 8)	0.1487145661809347
  (0, 6)	0.035354743208197294
  (0, 5)	0.03274123719752615
  (0, 4)	0.06658238203593188
  (0, 1)	0.06406793647375622
  (0, 0)	0.06214675646137616"
reuters-topics/grain/article425.txt,"  (0, 8012)	0.09008844514640371
  (0, 7989)	0.09008844514640371
  (0, 6033)	0.08512806114596166
  (0, 5237)	0.08160861268820893
  (0, 5209)	0.08160861268820893
  (0, 5208)	0.17025612229192333
  (0, 4550)	0.07887871637997827
  (0, 3592)	0.07664822868776688
  (0, 3125)	0.07312878023001416
  (0, 3071)	0.24482583806462682
  (0, 2834)	0.07168784468732484
  (0, 2689)	0.07168784468732484
  (0, 2446)	0.07039888392178349
  (0, 2388)	0.06923287707797264
  (0, 2339)	0.07039888392178349
  (0, 2295)	0.07039888392178349
  (0, 2264)	0.07039888392178349
  (0, 2258)	0.13846575415594528
  (0, 2247)	0.06816839622957212
  (0, 2210)	0.06923287707797264
  (0, 2088)	0.06816839622957212
  (0, 1941)	0.06718916877311253
  (0, 1798)	0.07039888392178349
  (0, 1783)	0.06543849992134144
